Author ID,Paper ID,Title,Author Name
brac_author_210,brac_paper_82,Mohammed Eunus Ali,Md Ashraful Islam
brac_author_211,brac_paper_82,Mohammed Eunus Ali,Mir Mahathir Mohammad
brac_author_212,brac_paper_82,Mohammed Eunus Ali,Sarkar Snigdha Sarathi Das
brac_author_213,brac_paper_83,Predicting academic performance: Analysis of studentsâ€™ mental health condition from social media interactions,Md Saddam Hossain Mukta
brac_author_214,brac_paper_83,Predicting academic performance: Analysis of studentsâ€™ mental health condition from social media interactions,Salekul Islam
brac_author_215,brac_paper_83,Predicting academic performance: Analysis of studentsâ€™ mental health condition from social media interactions,Swakkhar Shatabda
brac_author_60,brac_paper_83,Predicting academic performance: Analysis of studentsâ€™ mental health condition from social media interactions,Mohammed Eunus Ali
brac_author_216,brac_paper_83,Predicting academic performance: Analysis of studentsâ€™ mental health condition from social media interactions,Akib Zaman
brac_author_217,brac_paper_84,Predicting Cognitive Load of an Individual With Knowledge Gained From Others: Improvements in Performance Using Crowdsourcing,Syed Moshfeq Salaken
brac_author_218,brac_paper_84,Predicting Cognitive Load of an Individual With Knowledge Gained From Others: Improvements in Performance Using Crowdsourcing,Imali Hettiarachchi
brac_author_219,brac_paper_84,Predicting Cognitive Load of an Individual With Knowledge Gained From Others: Improvements in Performance Using Crowdsourcing,Afsana Ahmed Munia
brac_author_220,brac_paper_84,Predicting Cognitive Load of an Individual With Knowledge Gained From Others: Improvements in Performance Using Crowdsourcing,Md Mehedi Hasan
brac_author_221,brac_paper_84,Predicting Cognitive Load of an Individual With Knowledge Gained From Others: Improvements in Performance Using Crowdsourcing,Abbas Khosravi
brac_author_222,brac_paper_84,Predicting Cognitive Load of an Individual With Knowledge Gained From Others: Improvements in Performance Using Crowdsourcing,Shady Mohamed
brac_author_49,brac_paper_84,Predicting Cognitive Load of an Individual With Knowledge Gained From Others: Improvements in Performance Using Crowdsourcing,Ashikur Rahman
brac_author_223,brac_paper_85,and Cybernetics: Systems,Md Adnan Arefeen
brac_author_224,brac_paper_85,and Cybernetics: Systems,Sumaiya Tabassum Nimi
brac_author_150,brac_paper_85,and Cybernetics: Systems,M Sohel Rahman
brac_author_225,brac_paper_85,and Cybernetics: Systems,Neural Network-Based Undersampling Techniques
brac_author_226,brac_paper_85,and Cybernetics: Systems,IEEE Transactions on Systems
brac_author_227,brac_paper_85,and Cybernetics: Systems,Man
brac_author_228,brac_paper_86,Rezwana Reaz,Sazan Mahbub
brac_author_229,brac_paper_86,Rezwana Reaz,Shashata Sawmya
brac_author_230,brac_paper_86,Rezwana Reaz,Arpita Saha
brac_author_231,brac_paper_87,Sensors,A Shallow U-Net Architecture for Reliably Predicting Blood Pressure (BP) from Photoplethysmogram (PPG)
brac_author_232,brac_paper_87,Sensors,Electrocardiogram (ECG) Signals
brac_author_233,brac_paper_88,Predicting Pulmonary Function From the Analysis of Voice: A Machine Learning Approach,Md Zahangir Alam
brac_author_234,brac_paper_88,Predicting Pulmonary Function From the Analysis of Voice: A Machine Learning Approach,Albino Simonetti
brac_author_235,brac_paper_88,Predicting Pulmonary Function From the Analysis of Voice: A Machine Learning Approach,Raffaele Brillantino
brac_author_236,brac_paper_88,Predicting Pulmonary Function From the Analysis of Voice: A Machine Learning Approach,Nick Tayler
brac_author_237,brac_paper_88,Predicting Pulmonary Function From the Analysis of Voice: A Machine Learning Approach,Chris Grainge
brac_author_238,brac_paper_88,Predicting Pulmonary Function From the Analysis of Voice: A Machine Learning Approach,P
brac_author_239,brac_paper_88,Predicting Pulmonary Function From the Analysis of Voice: A Machine Learning Approach,ula Siribaddana
brac_author_240,brac_paper_88,Predicting Pulmonary Function From the Analysis of Voice: A Machine Learning Approach,SA Reza Nouraei
brac_author_241,brac_paper_88,Predicting Pulmonary Function From the Analysis of Voice: A Machine Learning Approach,James Batchelor
brac_author_150,brac_paper_88,Predicting Pulmonary Function From the Analysis of Voice: A Machine Learning Approach,M Sohel Rahman
brac_author_242,brac_paper_88,Predicting Pulmonary Function From the Analysis of Voice: A Machine Learning Approach,Eliane V Mancuzo
brac_author_243,brac_paper_88,Predicting Pulmonary Function From the Analysis of Voice: A Machine Learning Approach,John W Holloway
brac_author_244,brac_paper_88,Predicting Pulmonary Function From the Analysis of Voice: A Machine Learning Approach,Judith A Holloway
brac_author_245,brac_paper_88,Predicting Pulmonary Function From the Analysis of Voice: A Machine Learning Approach,Faisal I Rezwan
brac_author_246,brac_paper_89,M Sohel Rahman,Bassam Ali Jaber
brac_author_247,brac_paper_89,M Sohel Rahman,Mowafa Househ
brac_author_248,brac_paper_89,M Sohel Rahman,Zubair Shah
brac_author_249,brac_paper_90,Arthur J Campbell,Shehab S Ahmed
brac_author_250,brac_paper_90,Arthur J Campbell,Zaara T Rifat
brac_author_251,brac_paper_90,Arthur J Campbell,Ruchi Lohia
brac_author_252,brac_paper_91,M Sohel Rahman,Farhanaz Farheen
brac_author_253,brac_paper_91,M Sohel Rahman,Md Salman Shamil
brac_author_148,brac_paper_91,M Sohel Rahman,Nabil Ibtehaz
brac_author_254,brac_paper_92,Education Sciences,Recommendations
brac_author_255,brac_paper_92,Education Sciences,Preliminary Implications for ICT Curriculum Reform
brac_author_256,brac_paper_93,Genes,Multinomial Convolutions for Joint Modeling of Regulatory Motifs
brac_author_257,brac_paper_93,Genes,Sequence Activity Readouts
brac_author_178,brac_paper_94,Computing the longest common almost-increasing subsequence,Mohammad Tawhidul Hasan Bhuiyan
brac_author_179,brac_paper_94,Computing the longest common almost-increasing subsequence,Muhammad Rashed Alam
brac_author_150,brac_paper_94,Computing the longest common almost-increasing subsequence,M Sohel Rahman
brac_author_148,brac_paper_95,PPG2ABP: Translating Photoplethysmogram (PPG) Signals to Arterial Blood Pressure (ABP) Waveforms,Nabil Ibtehaz
brac_author_258,brac_paper_95,PPG2ABP: Translating Photoplethysmogram (PPG) Signals to Arterial Blood Pressure (ABP) Waveforms,Sakib Mahmud
brac_author_153,brac_paper_95,PPG2ABP: Translating Photoplethysmogram (PPG) Signals to Arterial Blood Pressure (ABP) Waveforms,Muhammad EH Chowdhury
brac_author_154,brac_paper_95,PPG2ABP: Translating Photoplethysmogram (PPG) Signals to Arterial Blood Pressure (ABP) Waveforms,Amith Kh
brac_author_155,brac_paper_95,PPG2ABP: Translating Photoplethysmogram (PPG) Signals to Arterial Blood Pressure (ABP) Waveforms,akar
brac_author_259,brac_paper_95,PPG2ABP: Translating Photoplethysmogram (PPG) Signals to Arterial Blood Pressure (ABP) Waveforms,Muhammad Salman Khan
brac_author_260,brac_paper_95,PPG2ABP: Translating Photoplethysmogram (PPG) Signals to Arterial Blood Pressure (ABP) Waveforms,Mohamed Arselene Ayari
brac_author_261,brac_paper_95,PPG2ABP: Translating Photoplethysmogram (PPG) Signals to Arterial Blood Pressure (ABP) Waveforms,Anas M Tahir
brac_author_150,brac_paper_95,PPG2ABP: Translating Photoplethysmogram (PPG) Signals to Arterial Blood Pressure (ABP) Waveforms,M Sohel Rahman
brac_author_262,brac_paper_96,and Vaccination Coverage: An Exploratory Global Analysis,Mahdi Baghbanzadeh
brac_author_263,brac_paper_96,and Vaccination Coverage: An Exploratory Global Analysis,Madison Smith
brac_author_264,brac_paper_96,and Vaccination Coverage: An Exploratory Global Analysis,Juergen Pilz
brac_author_150,brac_paper_96,and Vaccination Coverage: An Exploratory Global Analysis,M Sohel Rahman
brac_author_265,brac_paper_96,and Vaccination Coverage: An Exploratory Global Analysis,Ajlina Karamehic-Muratovic
brac_author_266,brac_paper_96,and Vaccination Coverage: An Exploratory Global Analysis,Ashvita Garg
brac_author_267,brac_paper_96,and Vaccination Coverage: An Exploratory Global Analysis,Esther Annan
brac_author_268,brac_paper_96,and Vaccination Coverage: An Exploratory Global Analysis,Uyen-Sa DT Nguyen
brac_author_269,brac_paper_96,and Vaccination Coverage: An Exploratory Global Analysis,Nathan Schedler
brac_author_270,brac_paper_96,and Vaccination Coverage: An Exploratory Global Analysis,Rajesh N
brac_author_271,brac_paper_96,and Vaccination Coverage: An Exploratory Global Analysis,y
brac_author_272,brac_paper_96,and Vaccination Coverage: An Exploratory Global Analysis,Rafiul Islam
brac_author_273,brac_paper_96,and Vaccination Coverage: An Exploratory Global Analysis,Ubydul Haque
brac_author_274,brac_paper_96,and Vaccination Coverage: An Exploratory Global Analysis,Country-Level Governance Indicators as Predictors of COVID-19 Morbidity
brac_author_275,brac_paper_96,and Vaccination Coverage: An Exploratory Global Analysis,Mortality
brac_author_276,brac_paper_97,Hasib Zunair,Deponker Sarker Depto
brac_author_277,brac_paper_97,Hasib Zunair,Md Mashfiq Rizvee
brac_author_278,brac_paper_97,Hasib Zunair,Aimon Rahman
brac_author_279,brac_paper_98,Biomedical Signal Processing,NABNet: A Nested Attention-guided BiConvLSTM network for a robust prediction of Blood Pressure components from reconstructed Arterial Blood Pressure waveforms using PPG
brac_author_280,brac_paper_98,Biomedical Signal Processing,ECG signals
brac_author_281,brac_paper_99,Sliding column model for t- unit bar visibility representations of graphs,Md. Manzurul Hasan
brac_author_282,brac_paper_99,Sliding column model for t- unit bar visibility representations of graphs,Shaheena Sultana
brac_author_283,brac_paper_99,Sliding column model for t- unit bar visibility representations of graphs,Md. Saidur Rahman
brac_author_284,brac_paper_100,Linking Tweets Towards Geo-Localized Policies: COVID-19 Perspective,Jony Sheikh Saifur Rahman
brac_author_285,brac_paper_100,Linking Tweets Towards Geo-Localized Policies: COVID-19 Perspective,Shahriyar Rifat
brac_author_98,brac_paper_100,Linking Tweets Towards Geo-Localized Policies: COVID-19 Perspective,Rahman M Saifur
brac_author_14,brac_paper_100,Linking Tweets Towards Geo-Localized Policies: COVID-19 Perspective,Rahman M Sohel
brac_author_286,brac_paper_100,Linking Tweets Towards Geo-Localized Policies: COVID-19 Perspective,Alam Tanvir
brac_author_287,brac_paper_101,A novel customer churn prediction model for the telecommunication industry using data transformation methods and feature selection,Sana Joydeb Kumar
brac_author_288,brac_paper_101,A novel customer churn prediction model for the telecommunication industry using data transformation methods and feature selection,Abedin Mohammad Zoynul
brac_author_14,brac_paper_101,A novel customer churn prediction model for the telecommunication industry using data transformation methods and feature selection,Rahman M Sohel
brac_author_98,brac_paper_101,A novel customer churn prediction model for the telecommunication industry using data transformation methods and feature selection,Rahman M Saifur
brac_author_289,brac_paper_102,Figbird: a probabilistic method for filling gaps in genome assemblies,Tarafder Sumit
brac_author_290,brac_paper_102,Figbird: a probabilistic method for filling gaps in genome assemblies,Islam Mazharul
brac_author_291,brac_paper_102,Figbird: a probabilistic method for filling gaps in genome assemblies,Shatabda Swakkhar
brac_author_35,brac_paper_102,Figbird: a probabilistic method for filling gaps in genome assemblies,Rahman Atif
brac_author_292,brac_paper_103,Int. J. Learning Technology,Md. Afzalur Rahaman
brac_author_293,brac_paper_103,Int. J. Learning Technology,Abu Sayed Md. Latiful Hoque
brac_author_294,brac_paper_103,Int. J. Learning Technology,An effective evaluation system to grade programming assignments automatically
brac_author_295,brac_paper_104,Privacy preserved incremental record linkage,Abir Bin Ayub Khan
brac_author_296,brac_paper_104,Privacy preserved incremental record linkage,Abu Sayed Md Latiful Hoque
brac_author_297,brac_paper_105,Fault Tolerance Analysis of Car-Following Models for Autonomous Vehicles,Tanveer Awal
brac_author_298,brac_paper_105,Fault Tolerance Analysis of Car-Following Models for Autonomous Vehicles,Md. Masum Mushfiq
brac_author_108,brac_paper_105,Fault Tolerance Analysis of Car-Following Models for Autonomous Vehicles,A. B. M. Alim Al Islam
brac_author_299,brac_paper_106,Discrete Mathematics,r -Gatherings on a star
brac_author_300,brac_paper_106,Discrete Mathematics,uncertain r-gatherings on a line
brac_author_301,brac_paper_107,BayesBeat: Reliable Atrial Fibrillation Detection from Noisy Photoplethysmography Data,Das Sarkar Snigdha Sarathi
brac_author_302,brac_paper_107,BayesBeat: Reliable Atrial Fibrillation Detection from Noisy Photoplethysmography Data,Shanto Subangkar Karmaker
brac_author_303,brac_paper_107,BayesBeat: Reliable Atrial Fibrillation Detection from Noisy Photoplethysmography Data,Rahman Masum
brac_author_304,brac_paper_107,BayesBeat: Reliable Atrial Fibrillation Detection from Noisy Photoplethysmography Data,Islam Md Saiful
brac_author_41,brac_paper_107,BayesBeat: Reliable Atrial Fibrillation Detection from Noisy Photoplethysmography Data,Rahman Atif Hasan
brac_author_305,brac_paper_107,BayesBeat: Reliable Atrial Fibrillation Detection from Noisy Photoplethysmography Data,Masud Mohammad M
brac_author_306,brac_paper_107,BayesBeat: Reliable Atrial Fibrillation Detection from Noisy Photoplethysmography Data,Ali Mohammed Eunus
brac_author_307,brac_paper_108,Smart Health,A privacy-preserving National Clinical Data Warehouse: Architecture
brac_author_308,brac_paper_108,Smart Health,analysis
brac_author_309,brac_paper_109,2022.,Algorithms
brac_author_310,brac_paper_109,2022.,Applications (DMAA)
