Authors,Title
"149.	Anas M Tahir, Muhammad EH Chowdhury, Amith Khandakar, Tawsifur Rahman, Yazan Qiblawey, Uzair Khurshid, Serkan Kiranyaz, Nabil Ibtehaz, M Sohel Rahman, Somaya Al-Maadeed, Sakib Mahmud, Maymouna Ezeddin, Khaled Hameed, Tahir Hamid",COVID-19 infection localization and severity grading from chest X-ray images
"150.	Mohammad Tawhidul Hasan Bhuiyan, Irtesam Mahmud Khan, Sheikh Saifur Rahman Jony, Renee Robinson, Uyen-Sa DT Nguyen, David Keellings, M Sohel Rahman, Ubydul Haque",The Disproportionate Impact of COVID-19 among Undocumented Immigrants and Racial Minorities in the US
"151.	Nabil Ibtehaz, Muhammad EH Chowdhury, Amith Khandakar, Serkan Kiranyaz, M Sohel Rahman, Anas Tahir, Yazan Qiblawey, Tawsifur Rahman",EDITH : ECG Biometrics Aided by Deep Learning for Reliable Individual Authentication
,152.	Nabil Ibtehaz and Ishtiaque Ahmed and Md Sabbir Ahmed and M Sohel Rahman and Rajeev K Azad and Md Shamsuzzoha Bayzid
"153.	Saiful Islam Salim, Najla Abdulrahman Al-Nabhan, Masfiqur Rahaman, Nafisa Islam, Tarik Reza Toha, Jannatun Noor, Adnan Quaium, Aaiyeesha Mostak, Mainul Hossain, Md. Masum Mushfiq, A B M Alim Al Islam",Human-Survey Interaction HSI: A Study on Integrity of Human Data Collectors in a Mass-Scale Hajj Pilgrimage Survey
154.	Rahman Atif and Pachter Lior,SWALO: scaffolding with assembly likelihood optimization
"155.	Md. Sakhawat Hossain, Md. Mosaddekul Islam, and Ashikur Rahman, Analyzing terrific traffic in urban areas: a small step towards bringing order into city roads",Proceedings of International Conference on Recent Theories and Applications in Transportation and Mobility (RTATM ) October 14-15
,156.	Sajeda Akter and Sriram Chellappan and Tusher Chakraborty and Taslim Arefin Khan and Ashikur Rahman and A. B. M. Alim Al Islam
"157.	Partha Chakraborty, Rifat Shahriyar, Anindya Iqbal, Gias Uddin",How Do Developers Discuss and Support New Programming Languages in Technical Q&A Site? An Empirical Study of Go
"158.	Wasifur Rahman, Sangwu Lee, Md Saiful Islam, Victor Nikhil Antony, Harshil Ratnu, Mohammad Rafayet Ali, Abdullah Al Mamun, Ellen Wagner, Stella Jensen-Roberts, Emma Waddell, Taylor Myers, Meghan Pawlik, Julia Soto, Madeleine Coffey, Aayush Sarkar, Ruth Sc",Detecting Parkinson Disease Using a Web-Based Speech Task: Observational Study
,159.	Zzaman Rashed Uz and Nowreen Sara and Khan Irtesam Mahmud and Islam Md and Ibtehaz Nabil and Rahman M Saifur and Zahid Anwar and Farzana Dilruba and Sharmin Afroza and Rahman M Sohel and others
"160.	Mahim Mahbub, and Zahin Wahab, Rezwana Reaz, M Saifur Rahman, and Md Shamsuzzoha Bayzid",wQFM: highly accurate genome-scale species tree estimation from weighted quartets
,161.	Anjum Naser and Nabil Raian Latif and Rafi Rakibul Islam and Bayzid Shamsuzzoha and Rahman M. Saifur
"162.	Shareef Ahmed , Shin-ichi Nakano, Md. Saidur Rahman",r -Gatherings on a star and uncertain r -gatherings on a line
"163.	Md. Jahirul Islam, Abu Sayed Md. Latiful Hoque",Virtual diabetic patient with physical activity dynamics
"164.	Sabidur Rahman, Nilton Seixas, Mahmuda Naznin, Gustavo B. Figueiredo",Automation of Photonic Networks Using Machine Learning: Case Studies and Future Works (Invited Paper)
"165.	SM Taiabul Haque, Rayhan Rashed, Mehrab Bin Morshed, Md Main Uddin Rony, Naeemul Hassan, Syed Ishtiaque Ahmed",Exploring the Tensions between the Owners and the Drivers of Uber Cars in Urban Bangladesh
"166.	Md Aminur Rahman*, Rayhan Rashed*, Sharmin Akther Purabi, Noshin Ulfat, Sriram Chellappan, ABM Alim Al Islam",Dakter Bari: Introducing Intermediary to Ensure Healthcare Services to Extremely Impoverished People
"167.	Md. Saqib Hasan, Rukshar Alam, Muhammad Abdullah Adnan, Neuro-scientific Analysis of Weights in Neural Networks",International Journal of Pattern Recognition and Artificial Intelligence (IJPRAI)
"168.	Sharmin, Sadia",An Experimental Approach to Exact and Random Boolean-widths and their Comparison with Other Width Parameters
,169.	Hoque Iram Tazim and Ibtehaz Nabil and Chakravarty Saumitra and Rahman M Saifur and Rahman M Sohel
"170.	Alam Md Zahangir, Masud Mohammad M, Rahman M Saifur, Cheratta Muhsin, Nayeem Muhammad Ali and Rahman M Sohel",Feature-ranking-based ensemble classifiers for survivability prediction of intensive care unit patients using lab test data
171.	Mehrab Zakaria and Mobin Jaiaid and Tahmid Ibrahim Asadullah and Rahman Atif,Efficient association mapping from k-mers—An application in finding sex-specific sequences
"172.	Ashikur Rahman, Salsabil Arabi, Raqeebir Rab",Feasibility and Challenges of 5G Network Deployment in Least Developed Countries (LDC)
"173.	T.M. Tariq Adnan, Md. Mehrab Tanjim, Muhammad Abdullah Adnan, Fast",Scalable and Geo-Distributed PCA for Big Data Analytics
"174.	Akon, Mujtahid and Akon, Muntashir and Kabir, Mohimenul and Rahman, M Saifur and Rahman, M Sohel",ADACT: a tool for analysing dissimilarity among nucleotide and protein sequences using minimal and relative absent words
"175.	Tarik Reza Toha, A. S. M. Rizvi, Jannatun Noor, Muhammad Abdullah Adnan, A. B. M. Alim Al Islam",Towards Greening MapReduce Clusters Considering both Computation Energy and Cooling Energy
"176.	Md Fazal Naser, Mahmood Hasan, Md Waliul Islam, Tajkera Sultana Chowdhury, Md Shohrab Hossain",Low intensity Extra Corporeal Shock Wave Therapy in Patients with Erectile Dysfunction: Our experience in ACKU
"177.	Md Tawkat Islam Khondaker, Junaed Younus Khan, Tanvir Alam, and M. Sohel Rahman",Agree-to-Disagree (A2D): A Deep Learning based Framework for Authorship Discrimination Task in Corpus-specificity Free Manner.
"178.	Md Tawkat Islam Khondaker, Junaed Younus Khan, Mahmoud Ahmed Refaee, Nady El Hajj, M. Sohel Rahman, and Tanvir Alam",Obesity in Qatar: A Case-Control Study on the Identification of Associated Risk Factors.
"179.	Junaed Younus Khan, Md Tawkat Islam Khondaker, Iram Tazim Hoque, Hamada RH Al-Absi, Mohammad Saifur Rahman, Reto Guler, Tanvir Alam, and M. Sohel Rahman",Toward Preparing a Knowledge Base to Explore Potential Drugs and Biomedical Entities Related to COVID-19: Automated Computational Approach.
180.	Nayeem Muhammad Ali and Bayzid Md Shamsuzzoha and Rahman Atif Hasan and Shahriyar Rifat and Rahman M Sohel,Multiobjective formulation of multiple sequence alignment for phylogeny inference (Can an application-aware measure guide towards better phylogeny estimation?)
181.	Ananya Bhattacharjee and Md. Shamsuzzoha Bayzid,Machine learning based imputation techniques for estimating phylogenetic trees from incomplete distance matrices
"182.	Farhana Shahid, Shahinul Hoque Ony, Takrim Rahman Albi, Sriram Chellappan, Aditya Vashistha, A. B. M. Alim Al Islam",Learning from Tweets: Opportunities and Challenges to Inform Policy Making During Dengue Epidemic
"183.	Kazi Hasan Zubaer, Quazi Mishkatul Alam, Tarik Reza Toha, Saiful Islam Salim, A. B. M. Alim Al Islam",Towards simulating non-lane based heterogeneous road traffic of less developed countries using authoritative polygonal GIS map
"184.	Mazharul Islam, Kowshika Sarker, Trisha Das, Rezwana Reaz, Md Shamsuzzoha Bayzid",STELAR: a statistically consistent coalescent-based species tree estimation method by maximizing triplet consistency
"185.	Nafeez Abrar, Shaolin Zaman, Anindya Iqbal, Manzur Murshed",Multi-Dimensional Anonymization for Participatory Sensing Systems
"186.	Irtesam Mahmud Khan, Ubydul Haque, Samiha Kaisar, Mohammad Sohel Rahman",A Computational Modeling Study of COVID-19 in Bangladesh
,187.	Md Adnan Arefeen and Sumaiya Tabassum Nimi and M. Sohel Rahman and S. Hasan Arshad and John W. Holloway and Faisal I. Rezwan
"188.	Md. Tawkat Islam Khondaker, Junaed Younus Khan, Mahmoud Ahmed Refaee, Nady El Hajj, M. Sohel Rahman, Tanvir Alam",Obesity in Qatar: A Case-Control Study on the Identification of Associated Risk Factors
189.	Reaz Chowdhury and M. Arifur Rahman and M. Sohel Rahman and M.R.C. Mahdy,An approach to predict and forecast the price of constituents and index of cryptocurrency using machine learning
"190.	Tanvir Alam, M. Sohel Rahman",To trace or not to trace: Saving lives from COVID-19 at the cost of privacy breach in Bangladesh
"191.	Md. Tawkat Islam Khondaker, Junaed Younus Khan, Tanvir Alam, M. Sohel Rahman",Agree-to-Disagree (A2D): A Deep Learning-Based Framework for Authorship Discrimination Task in Corpus-Specificity Free Manner
,192.	M R C Mahdy and Hamim Mahmud Rivy and Ziaur Rahman Jony and Nabila Binte Alam and Nabila Masud and Golam Dastegir Al Quaderi and Ibraheem Muhammad Moosa and Chowdhury Mofizur Rahman and M Sohel Rahman
"193.	Md Taksir Hasan Majumder, Md Mahabur Rahman, Anindya Iqbal, M Sohel Rahman",Convolutional Neural Network Based Ensemble Approach for Homoglyph Recognition
"194.	Aimon Rahman, Hasib Zunair, Tamanna Rahman Reme, M Sohel Rahman, MRC Mahdy",A comparative analysis of deep learning architectures on high variation malaria parasite classification dataset
"195.	Joanna Bauer, Md Nazmul Hoq, John Mulcahy, Syed A. M. Tofail, Fahmida Gulshan, Christophe Silien, Halina Podbielska, Md. Mostofa Akbar",Implementation of artificial intelligence and non-contact infrared thermography for prediction and personalized automatic identification of different stages of cellulite
,196.	Khan Junaed Younus and Khondaker Md Tawkat Islam and Hoque Iram Tazim and Al-Absi Hamada RH and Rahman Mohammad Saifur and Guler Reto and Alam Tanvir and Rahman M Sohel
"197.	Muhammad Ali Nayeem, Md Shamsuzzoha Bayzid, Atif Hasan Rahman, Rifat Shahriyar, M. Sohel Rahman",Multi Objective Formulation of Multiple Sequence Alignment for Phylogeny Inference
"198.	Saiful Islam, Khaled Hasan, Rifat Shahriyar",Mining Developer Questions about Major NoSQL Databases
,199.	Mehrab Zakaria and Mobin Jaiaid and Tahmid Ibrahim Asadullah and Pachter Lior and Rahman Atif
,200.	Nayeem Muhammad Ali and Bayzid Md Shamsuzzoha and Rahman Atif Hasan and Shahriyar Rifat and Rahman M Sohel
"201.	Nafis Irtiza Tripto, Mohimenul Kabir, Md. Shamsuzzoha Bayzid, Atif Rahman",Evaluation of classification and forecasting methods on time series gene expression data
"202.	Onika Akter, Mohammad Ali Moni, Mohammad Mahfuzul Islam, Julian M. W. Quinn and A. H. M. Kamal",Lung cancer detection using enhanced segmentation accuracy
,"203.	Sumaiya Iqbal,Eduardo Pérez-Palma,Jakob B. Jespersen,Patrick May,David Hoksza,Henrike O. Heyne,Shehab S. Ahmed,Zaara T. Rifat,M. Sohel Rahman,Kasper Lage,Aarno Palotie,Jeffrey R. Cottrell,Florence F. Wagner,Mark J. Daly,Arthur J. Campbell,Dennis Lal"
"204.	Shahid, Farhana and Rahman, Wasifur and Rahman, M Saifur and Purabi, Sharmin Akther and Seddiqa, Ayesha and Mostakim, Moin and Feroz, Farhan and Soron, Tanjir Rashid and Hossain, Fahmida and Khan, Nabila and others",Leveraging Free-Hand Sketches for Potential Screening of PTSD
"205.	Sharmin, S., Chakma, D",Attention-based convolutional neural network for Bangla sentiment analysis.
"206.	Nafis Sadeq, Nafis Tahmid Chowdhury, Farhan Tanvir Utshaw, Shafayat Ahmed and Muhammad Abdullah Adnan",Improving End-to-End Bangla Speech Recognition with Semi-supervised Training
"207.	Muhammed Mas-ud Hussain, Mir Imtiaz Mostafiz, S. M. Farabi Mahmud, Goce Trajcevski, Mohammed Eunus Ali",Conditional MaxRS Query for Evolving Spatial Data
"208.	Samia Nawshin, Md Saddam Hossain Mukta, Mohammed Eunus Ali, A. K. M. Najmul Islam",Modeling Weather-Aware Prediction of User Activities and Future Visits
"209.	Md. Ruhul Amin, Md. Shohrab Hossain, Mohammed Atiquzzaman",In-Band Full Duplex Wireless LANs: Medium Access Control Protocols
"210.	Ratul Sikder, Md Shohel Khan, Md. Shohrab Hossain, Wazir Zada Khan",A Survey on Android Security: Development and Deployment Hindrance and Best Practices
"211.	Mostofa Rafid Uddin, Sazan Mahbub, Mohammad Saifur Rahman, Md. Shamsuzzoha Bayzid",SAINT: Self-Attention Augmented Inception-Inside-Inception Network Improves Protein Secondary Structure Prediction
"212.	Sumaiya Iqbal, David Hoksza, Eduardo Pérez-Palma, Patrick May, Jakob B Jespersen, Shehab Sarar Ahmed, Zaara Rifat, Henrike O Heyne, M. Sohel Rahman, Jeffrey R Cottrell, Florence F Wagner, Mark J Daly, Arthur J Campbell, Dennis Lal",MISCAST: MIssense variant to protein StruCture Analysis web SuiTe
"213.	Abu Reyan Ahmed, Md. Saidur Rahman, Stephen G. Kobourov, Online facility assignment",Theoretical Computer Science
"214.	Shahidul Islam Khan, Abu Sayed Md. Latiful Hoque",SICE: an improved missing data imputation technique
"215.	Md. Saidur Rahman, Shareef Ahmed, A survey on pairwise compatibility graphs",AKCE International Journal of Graphs and Combinatorics
"216.	Ali Haisam Muhammad Rafid, Md. Toufikuzzaman, Mohammad Saifur Rahman, M. Sohel Rahman",CRISPRpred(SEQ): A Sequence-Based Method for sgRNA On Target Activity Prediction Using Traditional Machine Learning
"217.	Chowdhury Rafeed Rahman, Preetom Saha Arko, Mohammed Eunus Ali, Mohammad Ashik Iqbal Khan, Sajid Hasan Apon, Farzana Nowrin, Abu Wasif",Identification and recognition of rice diseases and pests using convolutional neural networks
"218.	A. H. M. Kamal, Mohammad Mahfuzul Islam and Zahedul Islam",An embedding technique for smartcard-supported e-healthcare services
"219.	Ranak Roy Chowdhury, Muhammad Abdullah Adnan, Rajesh Gupta",Real Time Principal Component Analysis
"220.	Taslim Arefin Khan, Suraiya Tairin, Mahmuda Naznin, Zakirul Alam Bhuiya, A. B. M. Alim Al Islam, Advanced Communications in Cyber Physical Systems",Book: Big Data Analytics for Cyber-Physical Systems
"221.	Naifa Ahmed Moumi, Badhan Das, Tasnim Zarin Promi, Nishat Anjum Bristy, and Md Shamsuzzoha Bayzid",Quartet-based inference of cell differentiation trees from chip-seq histone modification data
"222.	Tusher Chakraborty, Novia Nurain, Suraiya Tairin, Taslim Arefin Khan, Jannatun Noor, Md Rezwanul Islam, and ABM Alim Al Islam",A new network paradigm for low-cost and lightweight real-time communication between train and rail track to detect missing and faulty rail blocks
"223.	Amam Siddiki, Masum Billah, Mohammad Alam, Kazi Shefaul Mulk Shawrob, Mahadia Kumkum, Sourav Saha, Muntaha Chowdhury, Atif H Rahman, Michael Stear, Mohammad KI Khan, Gous Miah, AK M. Mollah, Abdul Baten",Complete mitochondrial genome sequence of Black Bengal goat (Capra hircus)
"224.	Amam Zonaed Siddiki, Abdul Baten, Masum Billah, Mohammad Atique Ul Alam, Kazi Shefaul Mulk Shawrob, Sourav Saha, Muntaha Chowdhury, Atif Hasan Rahman, Michael Stear, Gous Miah, Mahadia Kumkum, Mohammad Sirazul Islam, Mohammad Alamgir Hossain, AKM Mollah,",The genome of the Black Bengal goat (Capra hircus)
"225.	Najla Al-Nabhan, Nadia Al-Aboody, A. B. M. Alim Al Islam",A hybrid IoT-based approach for emergency evacuation
"226.	Novia Nurain, Suraiya Tairin, Taslim Arefin Khan, Shahad Ishraq, and A. B. M. Alim Al Islam",Power attack: An imminent security threat in real-time system for detecting missing rail blocks in developing countries
"227.	Tanvir Ahmed Khan and, A. B. M. Alim Al Islam",Enhancing throughput in multi-radio cognitive radio networks
"228.	Uday Kamal, Shamir Ahmed, Tarik Reza Toha, Nafisa Islam, A. B. M. Alim Al Islam",Intelligent Human Counting through Environmental Sensing in Closed Indoor Settings
"229.	Kazi Ashik Islam, Ibraheem Muhammad Moosa, Jaiaid Mobin, Muhammad Ali Nayeem, M. Sohel Rahman",A heuristic aided Stochastic Beam Search algorithm for solving the transit network design problem
230.	Nabil Ibtehaz and M. Sohel Rahman,MultiResUNet : Rethinking the U-Net architecture for multimodal biomedical image segmentation
"231.	Md Saddam Hossain Mukta, Mohammed Eunus Ali, Jalal Mahmud",Temporal modeling of basic human values from social network usage
"232.	Tanzima Hashem, Lars Kulik, Kotagiri Ramamohanarao, Rui Zhang, Subarna Chowdhury Soma",Protecting Privacy for Distance and Rank based Group Nearest Neighbor Queries
"233.	Mehnaz Tabassum Mahin, Tanzima Hashem",Activity-aware Ridesharing Group Trip Planning Queries for Flexible POIs
"234.	Yeasir Rayhan, Tanzima Hashem, Roksana Jahan, Muhammad Aamir Cheema",Efficient Scheduling of Generalized Group Trips in Road Networks
"235.	Nusrat Jahan Mozumder, Maitraye Das, Tanzima Hashem, Sharmin Afrose, Khandakar Ashrafi Akbar",Towards Privacy-preserving Authenticated Disease Risk Queries
"236.	Nazmun Naher, Tanzima Hashem",Think Ahead: Enabling Continuous Sharing of Location Data in Real-Time with Privacy Guarantee
"237.	Md. Ruhul Amin, Md. Shohrab Hossain",Performance evaluation of a Helper Initiated Distributed Cooperative Medium Access Control protocol for wireless networks
"238.	Omar Sami Oubbati, Mohammed Atiquzzaman, Pascal Lorenz, Md. Hasan Tareque, Md. Shohrab Hossain, Routing in Flying Ad hoc Networks: Survey",Constraints and Future Challenge Perspectives
"239.	Yuan-Cheng Lai, Ahsan Ali, Md. Shohrab Hossain, Ying-Dar Lin",Performance Modeling and Analysis of TCP and UDP flows over Software Defined Networks
"240.	Roksana Jahan, Tanzima Hashem, Flora D. Salim, Sukarna Barua",Efficient Trip Scheduling Algorithms for Groups
"241.	Zaara Rifat, Shehab Ahmed",Map of Genetically Constrained Regions in Human Intrinsically Disordered Proteins
"242.	Shahidul Islam Khan, Md. Mahmudul Hasan, Mohammad Imran Hossain, Abu Sayed Md. Latiful Hoque",nameGist: a novel phonetic algorithm with bilingual support
"243.	Farhana Shahid, Wasifur Rahman, Anika Binte Islam, Nipi Paul, Nabila Khan, Mohammad Saifur Rahman, Md Munirul Haque, A. B. M. Alim Al Islam",Two Tell-tale Perspectives of PTSD: Neurobiological Abnormalities and Bayesian Regulatory Network of the Underlying Disorder in a Refugee Context
"244.	Amiangshu Bosu, Anindya Iqbal, Rifat Shahriyar, Partha Chakraborty, Understanding the Motivations",Challenges and Needs of Blockchain Software Developers: A Survey
"245.	Shaheena Sultana, Md. Saidur Rahman",L-shaped point set embeddings of high-degree plane graphs
