Author Name,Author ID
,BUET_
"""Cooling energy integration in SimGrid","BUET_""Cooling_energy_integration_in_SimGrid"
"""μ""SETL: A Set Based Programming Abstraction for Wireless Sensor Networks","BUET_""μ""SETL:_A_Set_Based_Programming_Abstraction_for_Wireless_Sensor_Networks"
1.	Zarif Ikram,BUET_1.	Zarif_Ikram
1342.	Md. Shohrab Hossain,BUET_1342.	Md._Shohrab_Hossain
1343.	Md. Shohrab Hossain,BUET_1343.	Md._Shohrab_Hossain
1344.	Md. Shohrab Hossain,BUET_1344.	Md._Shohrab_Hossain
1345.	Md. Shohrab Hossain,BUET_1345.	Md._Shohrab_Hossain
1346.	Md. Shohrab Hossain,BUET_1346.	Md._Shohrab_Hossain
1347.	Anupam Das,BUET_1347.	Anupam_Das
1348.	S. I. Khan,BUET_1348.	S._I._Khan
1349.	Md. Sadiqul Islam,BUET_1349.	Md._Sadiqul_Islam
135.	Md Adnanul Islam,BUET_135.	Md_Adnanul_Islam
1350.	D Zhang,BUET_1350.	D_Zhang
1351.	D Zhang,BUET_1351.	D_Zhang
1352.	Rifat Shahriyar,BUET_1352.	Rifat_Shahriyar
1353.	Md. Faizul Bari,BUET_1353.	Md._Faizul_Bari
1354.	Rakibul Haque,BUET_1354.	Rakibul_Haque
1355.	Akramul Azim,BUET_1355.	Akramul_Azim
1356.	Akramul Azim,BUET_1356.	Akramul_Azim
1357.	Md. Rezaul Karim,BUET_1357.	Md._Rezaul_Karim
1358.	Mohammad Tanvir Parvez,BUET_1358.	Mohammad_Tanvir_Parvez
1359.	Tanvir Al Amin,BUET_1359.	Tanvir_Al_Amin
136.	Junaed Younus Khan,BUET_136.	Junaed_Younus_Khan
1360.	Md Ahsan Arefin,BUET_1360.	Md_Ahsan_Arefin
1361.	Md. Yusuf Sarwar Uddin,BUET_1361.	Md._Yusuf_Sarwar_Uddin
1362.	Md. Yusuf Sarwar Uddin,BUET_1362.	Md._Yusuf_Sarwar_Uddin
1363.	M.M.M. Khan,BUET_1363.	M.M.M._Khan
1364.	Atif Rahman,BUET_1364.	Atif_Rahman
1365.	T. Afroze,BUET_1365.	T._Afroze
1366.	Md.T.A. Amin,BUET_1366.	Md.T.A._Amin
1367.	S.R. Hussain,BUET_1367.	S.R._Hussain
1368.	M. Sultana,BUET_1368.	M._Sultana
1369.	Anupam Das,BUET_1369.	Anupam_Das
137.	Masum Hasan,BUET_137.	Masum_Hasan
1370.	M. M. Hossain,BUET_1370.	M._M._Hossain
1371.	Md. Humayun Kabir,BUET_1371.	Md._Humayun_Kabir
1372.	Md. Humayun Kabir,BUET_1372.	Md._Humayun_Kabir
1373.	M. M. Hasan,BUET_1373.	M._M._Hasan
1374.	F. Manne,BUET_1374.	F._Manne
1375.	Hemayet Hossain,BUET_1375.	Hemayet_Hossain
1376.	M. M. Rasheed,BUET_1376.	M._M._Rasheed
1377.	Masud Hasan,BUET_1377.	Masud_Hasan
1378.	R. Hasan,BUET_1378.	R._Hasan
1379.	Z. Karim,BUET_1379.	Z._Karim
138.	Sheikh Saifur Rahman Jony,BUET_138.	Sheikh_Saifur_Rahman_Jony
1380.	Md. Abul Hassan Samee,BUET_1380.	Md._Abul_Hassan_Samee
1381.	G. M. M. Bashir,BUET_1381.	G._M._M._Bashir
1382.	M. M. Hossain,BUET_1382.	M._M._Hossain
1383.	R. Paul,BUET_1383.	R._Paul
1384.	M. M. I. Khan,BUET_1384.	M._M._I._Khan
1385.	Md. Shohrab Hossain,BUET_1385.	Md._Shohrab_Hossain
1386.	Md. Shohrab Hossain,BUET_1386.	Md._Shohrab_Hossain
1387.	Chowdhury Sayeed Hyder,BUET_1387.	Chowdhury_Sayeed_Hyder
1388.	Sumaiya Iqbal,BUET_1388.	Sumaiya_Iqbal
1389.	A. S. Arefin,BUET_1389.	A._S._Arefin
1390.	Md Shariful Islam Bhuyan,BUET_1390.	Md_Shariful_Islam_Bhuyan
1391.	Md Shariful Islam Bhuyan,BUET_1391.	Md_Shariful_Islam_Bhuyan
1392.	Md Shariful Islam Bhuyan and Reaz Ahmed,BUET_1392.	Md_Shariful_Islam_Bhuyan_and_Reaz_Ahmed
1393.	MM Islam,BUET_1393.	MM_Islam
1394.	IJ Sumana,BUET_1394.	IJ_Sumana
1395.	MM Islam,BUET_1395.	MM_Islam
1396.	Swakkhar Shatabda,BUET_1396.	Swakkhar_Shatabda
1397.	Md. Shamsuzzoha Bayzid,BUET_1397.	Md._Shamsuzzoha_Bayzid
1398.	Md. Shariful Islam Bhuyan,BUET_1398.	Md._Shariful_Islam_Bhuyan
1399.	Muhammad Nur Yanhaona,BUET_1399.	Muhammad_Nur_Yanhaona
14.	Asad Ali,BUET_14.	Asad_Ali
140.	Md Saddam Hossain Mukta,BUET_140.	Md_Saddam_Hossain_Mukta
1400.	Qing Cao,BUET_1400.	Qing_Cao
1401.	M. Ahmed,BUET_1401.	M._Ahmed
1402.	M. Ahmed,BUET_1402.	M._Ahmed
1403.	Masud Hasan,BUET_1403.	Masud_Hasan
1404.	Md. Muhibur Rasheed,BUET_1404.	Md._Muhibur_Rasheed
1405.	Mohammed Eunus Ali,BUET_1405.	Mohammed_Eunus_Ali
1406.	Mohammed Eunus Ali,BUET_1406.	Mohammed_Eunus_Ali
1407.	M.E. Hoque,BUET_1407.	M.E._Hoque
1408.	M. Ahmed,BUET_1408.	M._Ahmed
1409.	P. Gburzynski,BUET_1409.	P._Gburzynski
141.	Lingxiao Li,BUET_141.	Lingxiao_Li
1410.	M. A. H. Akhand,BUET_1410.	M._A._H._Akhand
1411.	M. F. Amin,BUET_1411.	M._F._Amin
1412.	M. A. H. Akhand,BUET_1412.	M._A._H._Akhand
1413.	Md. Monirul Islam,BUET_1413.	Md._Monirul_Islam
1414.	M. F. Amin,BUET_1414.	M._F._Amin
1415.	Rifat Shahriyar,BUET_1415.	Rifat_Shahriyar
1416.	M. A. H. Akhand,BUET_1416.	M._A._H._Akhand
1417.	Md. E. Hoque,BUET_1417.	Md._E._Hoque
1418.	M. Ahmed,BUET_1418.	M._Ahmed
1419.	Md. Monirul Islam,BUET_1419.	Md._Monirul_Islam
142.	Sajid Hasan Apon,BUET_142.	Sajid_Hasan_Apon
1420.	Anupam Das,BUET_1420.	Anupam_Das
1421.	Md. Ashraful Alam,BUET_1421.	Md._Ashraful_Alam
1422.	A. Iqbal,BUET_1422.	A._Iqbal
1423.	M. Crochemore,BUET_1423.	M._Crochemore
1424.	C. S. Iliopoulos,BUET_1424.	C._S._Iliopoulos
1425.	J. W. Chan,BUET_1425.	J._W._Chan
1426.	Hemayet Hossain,BUET_1426.	Hemayet_Hossain
1427.	T. Flouri,BUET_1427.	T._Flouri
1428.	P. Antoniou,BUET_1428.	P._Antoniou
1429.	Anindya Iqbal,BUET_1429.	Anindya_Iqbal
143.	Sarkar Snigdha Sarathi Das,BUET_143.	Sarkar_Snigdha_Sarathi_Das
1430.	S. Sultana,BUET_1430.	S._Sultana
1431.	A. Iqbal,BUET_1431.	A._Iqbal
1432.	Md. Rezaul Karim,BUET_1432.	Md._Rezaul_Karim
1433.	Md. Abul Hassan Samee,BUET_1433.	Md._Abul_Hassan_Samee
1434.	Muhammad Jawaherul Alam,BUET_1434.	Muhammad_Jawaherul_Alam
1435.	Md. Wasi-ur Rahman,BUET_1435.	Md._Wasi-ur_Rahman
1436.	M. S. Islam,BUET_1436.	M._S._Islam
1437.	U. Rosi,BUET_1437.	U._Rosi
1438.	U. Rosi,BUET_1438.	U._Rosi
1439.	Chowdhury Sayeed Hyder,BUET_1439.	Chowdhury_Sayeed_Hyder
144.	Ahmed Shahriar Sakib,BUET_144.	Ahmed_Shahriar_Sakib
1440.	M. A. Haque,BUET_1440.	M._A._Haque
1441.	MM Islam,BUET_1441.	MM_Islam
1442.	Muhammad Abdullah Adnan,BUET_1442.	Muhammad_Abdullah_Adnan
1443.	S. Sharmin,BUET_1443.	S._Sharmin
1444.	S. M. Farhad,BUET_1444.	S._M._Farhad
1445.	Muhammad Abdullah Adnan,BUET_1445.	Muhammad_Abdullah_Adnan
1446.	Naznin Fauzia,BUET_1446.	Naznin_Fauzia
1447.	M. A. H. Newton,BUET_1447.	M._A._H._Newton
1448.	M. A. H. Newton,BUET_1448.	M._A._H._Newton
1449.	M. A. H. Newton,BUET_1449.	M._A._H._Newton
145.	Nabil Ibtehaz,BUET_145.	Nabil_Ibtehaz
1450.	R. Paul,BUET_1450.	R._Paul
1451.	Tanzima Hashem,BUET_1451.	Tanzima_Hashem
1452.	A.K.M. Ashikur Rahman,BUET_1452.	A.K.M._Ashikur_Rahman
1453.	K. R. Kamal,BUET_1453.	K._R._Kamal
1454.	Md. Abdus Sattar,BUET_1454.	Md._Abdus_Sattar
1455.	M. Sohel Rahman,BUET_1455.	M._Sohel_Rahman
1456.	C. S. Iliopoulos,BUET_1456.	C._S._Iliopoulos
1457.	C. S. Iliopoulos,BUET_1457.	C._S._Iliopoulos
1458.	A. L. P. Chan,BUET_1458.	A._L._P._Chan
1459.	C. S. Iliopoulos,BUET_1459.	C._S._Iliopoulos
146.	Md Shariful Islam Bhuyan,BUET_146.	Md_Shariful_Islam_Bhuyan
1460.	M. Sohel Rahman,BUET_1460.	M._Sohel_Rahman
1461.	M. Sohel Rahman,BUET_1461.	M._Sohel_Rahman
1462.	C. S. Iliopoulos,BUET_1462.	C._S._Iliopoulos
1463.	Hemayet Hossain,BUET_1463.	Hemayet_Hossain
1464.	M. Crochemore,BUET_1464.	M._Crochemore
1465.	M. F. Spear,BUET_1465.	M._F._Spear
1466.	M. Crochemore,BUET_1466.	M._Crochemore
1467.	C. S. Iliopoulos,BUET_1467.	C._S._Iliopoulos
1468.	A. Shriraman,BUET_1468.	A._Shriraman
1469.	M. A. Rahman,BUET_1469.	M._A._Rahman
147.	Aimon Rahman,BUET_147.	Aimon_Rahman
1470.	N. M. M. K. Chowdhury,BUET_1470.	N._M._M._K._Chowdhury
1471.	Md. Mostofa Akbar,BUET_1471.	Md._Mostofa_Akbar
1472.	H. Hossain,BUET_1472.	H._Hossain
1473.	Mohammad Tanvir Irfan,BUET_1473.	Mohammad_Tanvir_Irfan
1474.	Md. Abul Hassan Samee,BUET_1474.	Md._Abul_Hassan_Samee
1475.	Md. Abul Hassan Samee,BUET_1475.	Md._Abul_Hassan_Samee
1476.	Md. Saidur Rahman,BUET_1476.	Md._Saidur_Rahman
1477.	Md. Rezaul Karim,BUET_1477.	Md._Rezaul_Karim
1478.	A. B. M. Alim Al Islam,BUET_1478.	A._B._M._Alim_Al_Islam
1479.	Md. A. Azad,BUET_1479.	Md._A._Azad
148.	Deponker Sarker Depto,BUET_148.	Deponker_Sarker_Depto
1480.	A. A. Yusuf,BUET_1480.	A._A._Yusuf
1481.	M. A. Hoque,BUET_1481.	M._A._Hoque
1482.	M. A. Hoque,BUET_1482.	M._A._Hoque
1483.	Mahmuda Naznin,BUET_1483.	Mahmuda_Naznin
1484.	Mahmuda Naznin,BUET_1484.	Mahmuda_Naznin
1485.	M. R. Rahman,BUET_1485.	M._R._Rahman
1486.	Md Shahjalal,BUET_1486.	Md_Shahjalal
1487.	N.M. Mosharaf Kabir Chowdhury,BUET_1487.	N.M._Mosharaf_Kabir_Chowdhury
1488.	T. Hashem,BUET_1488.	T._Hashem
1489.	M. A. Kashem,BUET_1489.	M._A._Kashem
149.	Anas M Tahir,BUET_149.	Anas_M_Tahir
1490.	T. Hashem,BUET_1490.	T._Hashem
1491.	M. L. Ali,BUET_1491.	M._L._Ali
1492.	Reaz Ahmed,BUET_1492.	Reaz_Ahmed
1493.	K. Raiyan Kamal,BUET_1493.	K._Raiyan_Kamal
1494.	A. Bhattacharjee,BUET_1494.	A._Bhattacharjee
1495.	A. Bhattacharjee,BUET_1495.	A._Bhattacharjee
1496.	M. M. Masud,BUET_1496.	M._M._Masud
1497.	Abu Sayed Md. Latiful Hoque,BUET_1497.	Abu_Sayed_Md._Latiful_Hoque
1498.	A Khan,BUET_1498.	A_Khan
1499.	A. Khan,BUET_1499.	A._Khan
15.	Mohammad Shamim Ahsan,BUET_15.	Mohammad_Shamim_Ahsan
150.	Mohammad Tawhidul Hasan Bhuiyan,BUET_150.	Mohammad_Tawhidul_Hasan_Bhuiyan
1500.	A.K.M. Ashikur Rahman,BUET_1500.	A.K.M._Ashikur_Rahman
1501.	A.K.M. Ashikur Rahman,BUET_1501.	A.K.M._Ashikur_Rahman
1502.	M. M. Hyder,BUET_1502.	M._M._Hyder
1503.	M. S. Alam,BUET_1503.	M._S._Alam
1504.	M. I. B. Shahid,BUET_1504.	M._I._B._Shahid
1505.	Md. Shaifur Rahman,BUET_1505.	Md._Shaifur_Rahman
1506.	Muhammad Abdullah Adnan,BUET_1506.	Muhammad_Abdullah_Adnan
1507.	Md. Humayun Kabir,BUET_1507.	Md._Humayun_Kabir
1508.	M. Christodoulakis,BUET_1508.	M._Christodoulakis
1509.	M. Sohel Rahman,BUET_1509.	M._Sohel_Rahman
151.	Nabil Ibtehaz,BUET_151.	Nabil_Ibtehaz
1510.	Md. Yusuf Sarwar Uddin,BUET_1510.	Md._Yusuf_Sarwar_Uddin
1511.	S. M. Masum,BUET_1511.	S._M._Masum
1512.	Md. Yusuf Sarwar Uddin,BUET_1512.	Md._Yusuf_Sarwar_Uddin
1513.	K. Abdullah-Al-Mamun,BUET_1513.	K._Abdullah-Al-Mamun
1514.	A. A. Muzahid,BUET_1514.	A._A._Muzahid
1515.	M. A. Rahman,BUET_1515.	M._A._Rahman
1516.	Zalia Shams,BUET_1516.	Zalia_Shams
1517.	M. R. Rahman,BUET_1517.	M._R._Rahman
1518.	Abu Sayed Md. Latiful Hoque,BUET_1518.	Abu_Sayed_Md._Latiful_Hoque
1519.	Abu Sayed Md. Latiful Hoque,BUET_1519.	Abu_Sayed_Md._Latiful_Hoque
1520.	Abu Sayed Md. Latiful Hoque,BUET_1520.	Abu_Sayed_Md._Latiful_Hoque
1521.	Abu Sayed Md. Latiful Hoque,BUET_1521.	Abu_Sayed_Md._Latiful_Hoque
1522.	D. T. Ahmed,BUET_1522.	D._T._Ahmed
1523.	Mahmuda Naznin,BUET_1523.	Mahmuda_Naznin
1524.	Mahmuda Naznin,BUET_1524.	Mahmuda_Naznin
1525.	U. K. Paul,BUET_1525.	U._K._Paul
1526.	A. Bhattacharjee,BUET_1526.	A._Bhattacharjee
1527.	A. Bhattacharjee,BUET_1527.	A._Bhattacharjee
1528.	Reaz Ahmed,BUET_1528.	Reaz_Ahmed
1529.	Reaz Ahmed,BUET_1529.	Reaz_Ahmed
153.	Saiful Islam Salim,BUET_153.	Saiful_Islam_Salim
1530.	Reaz Ahmed,BUET_1530.	Reaz_Ahmed
1531.	Tanvir Al Amin,BUET_1531.	Tanvir_Al_Amin
1532.	M.A.H. Newton,BUET_1532.	M.A.H._Newton
1533.	Mohammed Eunus Ali,BUET_1533.	Mohammed_Eunus_Ali
1534.	A.K.M. Ashikur Rahman,BUET_1534.	A.K.M._Ashikur_Rahman
1535.	M. A. H. Akhand,BUET_1535.	M._A._H._Akhand
1536.	M. A. H. Akhand,BUET_1536.	M._A._H._Akhand
1537.	I. Hoque,BUET_1537.	I._Hoque
1538.	A. Bhattacharjee,BUET_1538.	A._Bhattacharjee
1539.	Md. Humayun Kabir,BUET_1539.	Md._Humayun_Kabir
154.	Rahman Atif and Pachter Lior,BUET_154.	Rahman_Atif_and_Pachter_Lior
1540.	Md. Humayun Kabir,BUET_1540.	Md._Humayun_Kabir
1541.	Md. Mostofa Akbar,BUET_1541.	Md._Mostofa_Akbar
1542.	Md. Mostofa Akbar,BUET_1542.	Md._Mostofa_Akbar
1543.	S. M. Masum,BUET_1543.	S._M._Masum
1544.	Md. Mostofa Akbar,BUET_1544.	Md._Mostofa_Akbar
1545.	R. S. Roy,BUET_1545.	R._S._Roy
1546.	D.T. Ahmed,BUET_1546.	D.T._Ahmed
1547.	I. Hoque,BUET_1547.	I._Hoque
1548.	M. M. R. Khan,BUET_1548.	M._M._R._Khan
1549.	Md. Monirul Islam,BUET_1549.	Md._Monirul_Islam
155.	Md. Sakhawat Hossain,BUET_155.	Md._Sakhawat_Hossain
1550.	Hemayet Hossain,BUET_1550.	Hemayet_Hossain
1551.	K.J. Alam,BUET_1551.	K.J._Alam
1552.	Md. Saidur Rahman,BUET_1552.	Md._Saidur_Rahman
1553.	Md. Monirul Islam,BUET_1553.	Md._Monirul_Islam
1554.	Md. Monirul Islam,BUET_1554.	Md._Monirul_Islam
1555.	R. Iqbal,BUET_1555.	R._Iqbal
1556.	M. A. Rouf,BUET_1556.	M._A._Rouf
1557.	Abu Sayed Md. Latiful Hoque,BUET_1557.	Abu_Sayed_Md._Latiful_Hoque
1558.	M. S. Rahman,BUET_1558.	M._S._Rahman
1559.	M. S. Rahman,BUET_1559.	M._S._Rahman
1560.	Asif-ul Haque,BUET_1560.	Asif-ul_Haque
1561.	Mohammad Mahfuzul Islam,BUET_1561.	Mohammad_Mahfuzul_Islam
1562.	Mohammad Mahfuzul Islam,BUET_1562.	Mohammad_Mahfuzul_Islam
1563.	A. Bhattacharjee,BUET_1563.	A._Bhattacharjee
1564.	Lenin Mehedy,BUET_1564.	Lenin_Mehedy
1565.	Sajib Dasgupta,BUET_1565.	Sajib_Dasgupta
1566.	M.M. Masud,BUET_1566.	M.M._Masud
1567.	M.A. Ali,BUET_1567.	M.A._Ali
1568.	M.M. Haque,BUET_1568.	M.M._Haque
1569.	A.K.M. Ashikur Rahman,BUET_1569.	A.K.M._Ashikur_Rahman
157.	Partha Chakraborty,BUET_157.	Partha_Chakraborty
1570.	A.K.M. Ashikur Rahman,BUET_1570.	A.K.M._Ashikur_Rahman
1571.	M. A. H. Akhand,BUET_1571.	M._A._H._Akhand
1572.	M. S. Sadi,BUET_1572.	M._S._Sadi
1573.	M. A. H. Akhand,BUET_1573.	M._A._H._Akhand
1574.	M. M. Masud,BUET_1574.	M._M._Masud
1575.	S. Asaduzzaman,BUET_1575.	S._Asaduzzaman
1576.	M. Maheswaran,BUET_1576.	M._Maheswaran
1577.	Md. Humayun Kabir,BUET_1577.	Md._Humayun_Kabir
1578.	S. M. A. Masum,BUET_1578.	S._M._A._Masum
1579.	N. Basher,BUET_1579.	N._Basher
158.	Wasifur Rahman,BUET_158.	Wasifur_Rahman
1580.	M. Sohel Rahman,BUET_1580.	M._Sohel_Rahman
1581.	Mohammad Tanvir Irfan,BUET_1581.	Mohammad_Tanvir_Irfan
1582.	Anindya Iqbal,BUET_1582.	Anindya_Iqbal
1583.	Mohammad Mahfuzul Islam,BUET_1583.	Mohammad_Mahfuzul_Islam
1584.	Mohammad Mahfuzul Islam,BUET_1584.	Mohammad_Mahfuzul_Islam
1585.	Md. Monirul Islam,BUET_1585.	Md._Monirul_Islam
1586.	Md. Monirul Islam,BUET_1586.	Md._Monirul_Islam
1587.	Md. Monirul Islam,BUET_1587.	Md._Monirul_Islam
1588.	M. Sohel Rahman,BUET_1588.	M._Sohel_Rahman
1589.	M. A. Kashem,BUET_1589.	M._A._Kashem
1590.	O. Chowdhury,BUET_1590.	O._Chowdhury
1591.	Abu Wasif,BUET_1591.	Abu_Wasif
1592.	M. M. Hasan,BUET_1592.	M._M._Hasan
1593.	J. U. Mahmud,BUET_1593.	J._U._Mahmud
1594.	M. M. Masud,BUET_1594.	M._M._Masud
1595.	Md. F. Rahman,BUET_1595.	Md._F._Rahman
1596.	Mohammed Eunus Ali,BUET_1596.	Mohammed_Eunus_Ali
1597.	A.K.M. Ashikur Rahman,BUET_1597.	A.K.M._Ashikur_Rahman
1598.	W. Olesinski,BUET_1598.	W._Olesinski
1599.	A.K.M. Ashikur Rahman,BUET_1599.	A.K.M._Ashikur_Rahman
16.	Md Shohel Khan,BUET_16.	Md_Shohel_Khan
160.	Mahim Mahbub,BUET_160.	Mahim_Mahbub
1600.	M. Shahjahan,BUET_1600.	M._Shahjahan
1601.	M. Shahjahan,BUET_1601.	M._Shahjahan
1602.	M. R. Alam,BUET_1602.	M._R._Alam
1603.	J. Pu,BUET_1603.	J._Pu
1604.	S. Shelford,BUET_1604.	S._Shelford
1605.	M. Mahboob,BUET_1605.	M._Mahboob
1606.	M. Ali,BUET_1606.	M._Ali
1607.	M. A. H. Newton,BUET_1607.	M._A._H._Newton
1608.	M. Sohel Rahman,BUET_1608.	M._Sohel_Rahman
1609.	M. Sohel Rahman,BUET_1609.	M._Sohel_Rahman
1610.	Tanveer Awal,BUET_1610.	Tanveer_Awal
1611.	Md. Saidur Rahman,BUET_1611.	Md._Saidur_Rahman
1612.	Md. Saidur Rahman,BUET_1612.	Md._Saidur_Rahman
1613.	Mohammad Mahfuzul Islam,BUET_1613.	Mohammad_Mahfuzul_Islam
1614.	Mohammad Mahfuzul Islam,BUET_1614.	Mohammad_Mahfuzul_Islam
1615.	Mohammad Mahfuzul Islam,BUET_1615.	Mohammad_Mahfuzul_Islam
1616.	Muhammad Masroor Ali,BUET_1616.	Muhammad_Masroor_Ali
1617.	M. M. Hoque,BUET_1617.	M._M._Hoque
1618.	M. M. Asaduzzaman,BUET_1618.	M._M._Asaduzzaman
1619.	Md. Saidur Rahman,BUET_1619.	Md._Saidur_Rahman
162.	Shareef Ahmed,BUET_162.	Shareef_Ahmed
1620.	SM Niaz Arifin,BUET_1620.	SM_Niaz_Arifin
1621.	M. Sohel Rahman,BUET_1621.	M._Sohel_Rahman
1622.	T. Imam,BUET_1622.	T._Imam
1623.	Abu Sayed Md. Latiful Hoque,BUET_1623.	Abu_Sayed_Md._Latiful_Hoque
1624.	T. Imam,BUET_1624.	T._Imam
1625.	M. A. Kashem,BUET_1625.	M._A._Kashem
1626.	P. P. Mitra,BUET_1626.	P._P._Mitra
1627.	M. A. Kashem,BUET_1627.	M._A._Kashem
1628.	M. A. K. Newton,BUET_1628.	M._A._K._Newton
1629.	Muhammad Mahmudul Islam,BUET_1629.	Muhammad_Mahmudul_Islam
163.	Md. Jahirul Islam,BUET_163.	Md._Jahirul_Islam
1630.	Md. Saidur Rahman,BUET_1630.	Md._Saidur_Rahman
1631.	Takao Nishizeki,BUET_1631.	Takao_Nishizeki
1632.	S. Ahmed,BUET_1632.	S._Ahmed
1633.	M. Shahjahan,BUET_1633.	M._Shahjahan
1634.	Md. Monirul Islam,BUET_1634.	Md._Monirul_Islam
1635.	Md. Monirul Islam,BUET_1635.	Md._Monirul_Islam
1636.	M. A. Kashem,BUET_1636.	M._A._Kashem
1637.	M. N. Shakeeb,BUET_1637.	M._N._Shakeeb
1638.	Md. Mostofa Akbar,BUET_1638.	Md._Mostofa_Akbar
1639.	Md. Mostofa Akbar,BUET_1639.	Md._Mostofa_Akbar
164.	Sabidur Rahman,BUET_164.	Sabidur_Rahman
1640.	Md. Humayun Kabir,BUET_1640.	Md._Humayun_Kabir
1641.	A. H. Tamal,BUET_1641.	A._H._Tamal
1642.	Md. Saidur Rahman,BUET_1642.	Md._Saidur_Rahman
1643.	Masud Hasan,BUET_1643.	Masud_Hasan
1644.	Md. Saidur Rahman,BUET_1644.	Md._Saidur_Rahman
1645.	R. Hasan,BUET_1645.	R._Hasan
1646.	Mohammad Mahfuzul Islam,BUET_1646.	Mohammad_Mahfuzul_Islam
1647.	A. A. Chowdhury,BUET_1647.	A._A._Chowdhury
1648.	M. Ali,BUET_1648.	M._Ali
1649.	M. M. H. Khan,BUET_1649.	M._M._H._Khan
165.	SM Taiabul Haque,BUET_165.	SM_Taiabul_Haque
1650.	M. W. Rashid,BUET_1650.	M._W._Rashid
1651.	M. Kaykobad,BUET_1651.	M._Kaykobad
1652.	M. Kaykobad,BUET_1652.	M._Kaykobad
1653.	M. Kaykobad,BUET_1653.	M._Kaykobad
1654.	Abu Sayed Md. Latiful Hoque,BUET_1654.	Abu_Sayed_Md._Latiful_Hoque
1655.	M. Kaykobad,BUET_1655.	M._Kaykobad
1656.	M. Kaykobad,BUET_1656.	M._Kaykobad
1657.	Abu Sayed Md. Latiful Hoque,BUET_1657.	Abu_Sayed_Md._Latiful_Hoque
1658.	M. Kaykobad,BUET_1658.	M._Kaykobad
1659.	M. Kaykobad,BUET_1659.	M._Kaykobad
166.	Md Aminur Rahman*,BUET_166.	Md_Aminur_Rahman*
1660.	M. A. Kashem,BUET_1660.	M._A._Kashem
1661.	M. A. Kashem,BUET_1661.	M._A._Kashem
1662.	M. A. Kashem,BUET_1662.	M._A._Kashem
1663.	M. A. Kashem,BUET_1663.	M._A._Kashem
1664.	S. M. N. Alam,BUET_1664.	S._M._N._Alam
1665.	M. A. Kashem,BUET_1665.	M._A._Kashem
1666.	Abu Wasif,BUET_1666.	Abu_Wasif
1667.	M. M. Masud,BUET_1667.	M._M._Masud
1668.	A.K.M. Ashikur Rahman,BUET_1668.	A.K.M._Ashikur_Rahman
1669.	Md. Monirul Islam,BUET_1669.	Md._Monirul_Islam
167.	Md. Saqib Hasan,BUET_167.	Md._Saqib_Hasan
1670.	Md. Monirul Islam,BUET_1670.	Md._Monirul_Islam
1671.	Md. Monirul Islam,BUET_1671.	Md._Monirul_Islam
1672.	Md. Monirul Islam,BUET_1672.	Md._Monirul_Islam
1673.	Md. Mostofa Akbar,BUET_1673.	Md._Mostofa_Akbar
1674.	Md. Mostofa Akbar,BUET_1674.	Md._Mostofa_Akbar
1675.	Md. Saidur Rahman,BUET_1675.	Md._Saidur_Rahman
1676.	Masud Hasan,BUET_1676.	Masud_Hasan
1677.	Md. Saidur Rahman,BUET_1677.	Md._Saidur_Rahman
1678.	S. Saha,BUET_1678.	S._Saha
1679.	I. Ahmed,BUET_1679.	I._Ahmed
168.	Sharmin,BUET_168.	Sharmin
1680.	M. Awrangjeb,BUET_1680.	M._Awrangjeb
1681.	M. R. H. Khondoker,BUET_1681.	M._R._H._Khondoker
1682.	Mohammad Mahfuzul Islam,BUET_1682.	Mohammad_Mahfuzul_Islam
1683.	M. Kaykobad,BUET_1683.	M._Kaykobad
1684.	M. Kaykobad,BUET_1684.	M._Kaykobad
1685.	M. Kaykobad,BUET_1685.	M._Kaykobad
1686.	M. Kaykobad,BUET_1686.	M._Kaykobad
1687.	M. Kaykobad,BUET_1687.	M._Kaykobad
1688.	Sawsan Eskander,BUET_1688.	Sawsan_Eskander
1689.	Abul Kashem Md. Shirin,BUET_1689.	Abul_Kashem_Md._Shirin
1690.	M. A. A. Moshad,BUET_1690.	M._A._A._Moshad
1691.	M. Abdul Mannan,BUET_1691.	M._Abdul_Mannan
1692.	A. N. M. E. Rafiq,BUET_1692.	A._N._M._E._Rafiq
1693.	Mohammad Abdul Mannan,BUET_1693.	Mohammad_Abdul_Mannan
1694.	Mushfiqur Rouf,BUET_1694.	Mushfiqur_Rouf
1695.	Pradipta Prometheus Mitra,BUET_1695.	Pradipta_Prometheus_Mitra
1696.	A. N. M. E. Rafiq,BUET_1696.	A._N._M._E._Rafiq
1697.	Adib Hassan Manob,BUET_1697.	Adib_Hassan_Manob
1698.	M. Kaykobad,BUET_1698.	M._Kaykobad
1699.	M. Kaykobad,BUET_1699.	M._Kaykobad
17.	Islam Rubyeat and Rahman Atif,BUET_17.	Islam_Rubyeat_and_Rahman_Atif
170.	Alam Md Zahangir,BUET_170.	Alam_Md_Zahangir
1700.	M. Kaykobad,BUET_1700.	M._Kaykobad
1701.	M. Kaykobad,BUET_1701.	M._Kaykobad
1702.	M. Kaykobad,BUET_1702.	M._Kaykobad
1703.	Abu Sayed Md. Latiful Hoque,BUET_1703.	Abu_Sayed_Md._Latiful_Hoque
1704.	Abu Sayed Md. Latiful Hoque,BUET_1704.	Abu_Sayed_Md._Latiful_Hoque
1705.	Md. Saidur Rahman,BUET_1705.	Md._Saidur_Rahman
1706.	Mofizur Rahman Chowdhury,BUET_1706.	Mofizur_Rahman_Chowdhury
