Authors,Title
"md al-amin, saiful islam, sayed ul alam shibly, samia iffat","""comparative review on the aqueous zinc-ion batteries (azibs) and flexible zinc-ion batteries (fzibs)"""
md. sohidul islam,N/A
"jannatul ferdosy, md. mortuza ahmmed, md. ashraful babu, m. mostafizur rahman",N/A
"md. ashraful babu, md. mortuza ahmmed, md. abu helal, m. a. hoque","""the fbprophet forecasting model to evaluate the spread of covid-19 pandemic: a machine learning approach"""
"md. hridoy bhuyan, mohammad mahmudul hasan, fowjia tajnin muna","""digital bangladesh: an electronic automated system for bangladesh police administration"""
"partha sutradhar, victor stany rozario","""in - depth case study on artificial neural network  weights optimization using meta - heuristic and  heuristic algorithmic approach"""
dr. md. abdullah - al - jubair,"""ar lab/practical simulation book for physics chemistry & computer science"""
oishi   khanam,N/A
dr. md. saef ullah miah,N/A
dr. md. saef ullah miah,N/A
dr. md. saef ullah miah,N/A
dr. md. saef ullah miah,N/A
dr. md. saef ullah miah,N/A
dr. md. saef ullah miah,N/A
dr. md. saef ullah miah,N/A
"gour chandra paul, mrinal chandra barman, hafijur rahman","""an effective method in investigating structures of polytropic protoplanets formed via gravitational instability"""
"hafijur rahman, k.c. roy, s.k. das, s.a. hossain","""a study on the numerical accuracy and efficiency of the bisection method in finding square roots of positive real numbers"""
"hafijur rahman, a. khair, n. sultana","""a competitive study on the euler and different order runge-kutta methods with accuracy and stability"""
shahriar atik fahim,"""natural sunlight driven photocatalytic removal of toxic textile dyes in water using b-doped zno/tio2 nanocomposites"""
"mahfujur rahman, mehedi hasan, md masum billah, rukaiya jahan sajuti","""political fake news detection from different news source on social media using machine learning techniques"""
"mahfujur rahman, mehedi hasan, md masum billah, rukaiya jahan sajuti","""grading system prediction of educational performance analysis using data mining approach"""
"mr. mehedi hasan, m. tanseer ali, md. kamrul hasan, shaira tashnub torsa, mahfujur rahman","""comparative study of single and double barrier gaas/al0.3ga0.7as based resonant tunneling diodes considering negf"""
"mridha, m. f.,prodeep, akibur rahman,hoque, a. s. m. morshedul,islam, md. rashedul,lima, aklima akter,kabir, muhammad mohsin,hamid, md. abdul,watanobe, yutaka",N/A
"wadud, md. anwar hussen, mohammed alatiyyah, and m. f. mridha",N/A
"mohammad, zabir, muhammad mohsin kabir, muhammad mostafa monowar, md abdul hamid, and muhammad firoz mridha","""self-writer: clusterable embedding based self-supervised writer recognition from unlabeled data"""
"k. m. hasib, a. tanzim, j. shin, k. o. faruk, j. a. mahmud and m. f. mridha","""bmnet-5: a novel approach of neural network to classify the genre of bengali music based on audio features"""
dr. muhammad firoz mridha,"""3d gesture recognition and adaptation for human–robot interaction"""
"shovon, md sakib hossain, md jahidul islam, mohammed nawshar ali khan nabil, md mohimen molla, akinul islam jony, and m. f. mridha.","""strategies for enhancing the multi-stage classification performances of her2 breast cancer from hematoxylin and eosin images"""
"keya, ashfia jannat, md. anwar hussen wadud, m. f. mridha, mohammed alatiyyah, and md. abdul hamid","""augfake-bert: handling imbalance through augmentation of fake news using bert to enhance the performance of fake news classification"""
"m. anwar hussen wadud, m. f. mridha, j. shin, k. nur and a. kumar saha","""deep-bert: transfer learning for classifying multilingual offensive texts on social media"""
"md. anwar hussen wadud, muhammad mohsin kabir, m.f. mridha, m. ameer ali, md. abdul hamid, muhammad mostafa monowar","""how can we manage offensive text in social media - a text classification approach using lstm-boost"""
md. nazmul  hossain,"""an approach to recognize vehicles context flow for smartphone-based outdoor parking using supervised machine learning classifiers"""
md. nazmul  hossain,"""an intelligent examination monitoring tool for online student evaluation"""
"g.c. biswas, s. choudhury, m.m. rabbani, j. das","""a review on potential electrochemical point-of-care tests targeting pandemic infectious disease detection: covid-19 as a reference"""
"s. faraezi, m.s khan, f.z. monira, a.a. mamun, t. akter, m.a. mamun, m.m. rabbani, j. uddin, and a.j.s. ahammad,","""sensitivity control of hydroquinone and catechol at poly(brilliant cresyl blue)-modified gce by varying activation conditions of the gce: an experimental and computational study"""
"n. sultana, s.d. shawon, s.m.a. nayem, m.m. hasan, t. islam, s.s. shah, m.m. rabbani, m.a. aziz, a.j.s. ahammad","""cobalt oxide nanorod-modified gce as sensitive electrodes for simultaneous detection of hydroquinone and catechol"""
"md. dulal hossain, a. t. m. kaosar jamil, md. sarowar hossain, syed jamal ahmed, harinarayan das, rimi rashid, m. a. hakim, m n i khan","""investigation on structure, thermodynamic and multifunctional properties of ni-zn-co ferrite for gd3+ substitution"""
"a. kaiyum, m.a. hossain, md. sarowar hossain, r. rashid, a. kumar, m.a. hakim, m.n.i. khan","""influence of eu3+ substitution on structural, magnetic and dielectric properties of bi0.9la0.1feo3"""
"md. iftekharul alam efat, md. shazzad hossain, shuvra aditya, jahanggir hossain setu and k.m. imtiaz-ud-din",N/A
"fahima khanam, farha akhter munmun, nadia afrin ritu, aloke kumar saha, and m. f. mridha","""text to speech synthesis: a systematic review, deep learning based architecture and future research direction"""
"mustafizur rahman, shusmita islam, rubiyet fardous, lamisa yesmin, dip nandi",N/A
"sumaiya sultana, sumaiya rahman eva, nayeem hasan moon, akinul islam jony, dip nandi",N/A
"rifat-ibn alam, md. golam ahsan akib, nyme ahmed, syed nafiul shefat, dip nandi",N/A
"sajid bin-faisal, dip nandi, mashiour rahman",N/A
"syed nafiul shefat, md golam ahsan akib, nyme ahmed, dip nandi",N/A
"md motaleb hassan, mishu majumder, mosumi mitra, khadiza akter mitu, md.  sazzad hossain","""application of semi-distributed hydrological model in northern region  of bngladesh"""
kawser irom  rushee,N/A
tamanna zaman bristy,"""identifying lung cancer using ct scan images based on artificial intelligence"""
tamanna zaman bristy,"""optimizing iot based parallel server in a low power operational environment"""
tamanna zaman bristy,N/A
tamanna zaman bristy,"""table token generator and indicator in restaurant using micro-controller"""
tamanna zaman bristy,"""a secured model of iot-based smart gas detecting and automatic alarm system"""
sandhya aneja; nagender aneja; bharat bhargava; rajarshi roy chowdhury,"""device fingerprinting using deep convolutional neural networks"""
"rajarshi roy chowdhury, azam che idris and pg emeroylariffion abas","""internet of things device classification using transport and network layers communication traffic traces"""
"rajarshi roy chowdhury, pg emeroylariffion abas","""a survey on device fingerprinting approach for resource-constraint iot devices: comparative study and research challenges"""
"rajarshi roy chowdhury, azam che idris, pg emeroylariffion abas","""packet-level and ieee 802.11 mac frame-level analysis for iot device identification"""
sayma alam suha and m. akhtaruzzaman and tahsina farah sanam,"""a fuzzy model for predicting burn patients’ intravenous fluid resuscitation rate"""
"nuzhat tabassum, sujeendran menon, agnieszka jastrzębska","""time-series classification with safe: simple and fast segmented word embedding-based neural time series classifier"""
sayma alam suha & muhammad nazrul islam,"""an extended machine learning technique for polycystic ovary syndrome detection using ovary ultrasound image"""
sayma alam suha and tahsina farah sanam,"""a deep convolutional neural network-based approach for detecting burn severity from skin burn images"""
md. mahbubur rahman and dipanjali kundu and sayma alam suha and umme raihan siddiqi and samrat kumar dey,N/A
"saikat baul, md. ratan rana","""analyzing database security and a study of ownership protection using watermarking algorithm"""
"saikat baul, md. ratan rana, sakimul karim adan, nazia tafannum, farzana alam","""analyzing different software project management tools and proposing a new project management tool using process re-engineering on open-source and saas platforms for a developing country like bangladesh"""
"md sohan, faruk abdullah al, samiur rahman khan, nusrat jahan anannya, md taimur ahad",N/A
dr. jahida binte islam,"""dual z-scheme heterojunction g-c3n4/ag3po4/agbr photocatalyst with enhanced visible-light photocatalytic activity"""
"jahida binte islam, md rakibul islam, mai furukawa, ikki tateishi, hideyuki katsumata, satoshi kaneco","""ag-modified g-c3n4 with enhanced activity for the photocatalytic reduction of hexavalent chromium in the presence of edta under ultraviolet irradiation"""
prof. dr. md. rafiqul  islam,N/A
prof. dr. md. rafiqul  islam,N/A
prof. dr. md. rafiqul  islam,N/A
ayesha siddiqua,"""numerical simulation for nanofluid flow in a wall driven cavity with solid hindrance: impact of thermal conductivity ratio and heat generation"""
prof. dr. md. rafiqul  islam,N/A
"md. siddikur rahman  , nujhat tabassum safa  , sahara sultana  , samira salam , ajlina karamehic-muratovic , hans j. overgaard","""role of artificial intelligence-internet of things (ai-iot) based emerging technologies in the public health response to infectious diseases in bangladesh"""
syma kamal chaity,N/A
"nyme ahmed, dip nandi, a.g.m zaman","""analyzing student evaluations of teaching in a completely online environment"""
"farhana afroz, bm sajjad hossain, mohammad abu taher, & jubayer ahamed","""establishing democracy in bangladesh: evaluating the role of media"""
dr. samia mahjabin,N/A
"sharmin jahan, subrata banik, nure alam chowdhury, abdul mannan and a a mamun","""electrostatic shock structures in a magnetized plasma having non-thermal particles"""
dr. samia mahjabin,N/A
"saikat baul,md. ratan rana,sakimul karim adan,nazia tafannum, farzana alam","""analyzing different software project management tools and proposing a new project management tool using process re-engineering on open-source and saas platforms for a developing country"""
"sheekar banerjee, aminun nahar jhumur","""a novel approach of marine ecosystem monitoring system with multi-sensory submarine on robotic platform for visualizing the climate change effect over oceanic environment"""
"mrinmoy karmokar, heerok mutsuddy, shahadat hossain, and md. manzurul hasan","""an implementation of basic ant-colony optimization based routing in6 of 11 wireless sensor networks"""
"shapla akter, md. jamil hossain, shahadat hossain, joyanta ghosh, md. omar faruq dehan, and md. manzurul hasan,","""is rdbms or nosql better suited for mis?: a comparative analysis"""
"nahid hasan, tanzila hasan, shahadat hossain & md. manzurul hasan","""false smut disease detection in paddy using convolutional neural network"""
sumi akter,N/A
"rashidul hasan nabil ,aaa rupai, mimun barid, adnan sami, md. nazmul hossain","""an intelligent examination monitoring tool for online student evaluation"""
"shahadat hossain, md. manzurul hasan, and tanzila mehenaz",N/A
"shanjidah akhter, samir asif, mehedi hasan sazzad, and md. manzurul hasan.","""performance analysis of parallel overlapping community detection algorithms in large-scale social networks"""
"shahadat hossain, tanzila mehenaz, fahim shahriar, md. al-mamun riyadh and md. manzurul hasan,",N/A
"nusrat songita khan, fahad molla, rubayat shusmita khan, enamul haque shamim, shahadat hossain, and md. manzurul hasan","""exploration of online fake news through machine learning and sentiment analyses"""
"rifat-ibn-alam, nyme ahmed, syed nafiul shefat, taimur ahad","""keep me in distance: an internet of things based social distance monitoring system in covid19"""
"md. kishor morol, shuvra smaran das, sharfuddin mahmood","""data security and privacy in cloud computing platforms: a comprehensive review"""
"mahfujur rahman, mehedi hasan, md masum billah,  rukaiya jahan sajuti","""political fake news detection from different news source on social media using machine learning techniques"""
"rukaiya jahan sajuti mahfujur rahman, mehedi hasan, md masum billah","""grading system prediction of educational performance analysis using data mining approach"""
"bristy talukder md masum billah, din mohammad dohan, afsara tasnim, shaily sarker","""analyzing the effect of covid-19 on mental health based on bangladeshi university students"""
"md. abdullah al nahid1 , michinori karikomi1 , eri nasuno1 , norihiro kato1 , takaaki sato2 , and ken-ichi iimura1","""phase transfer of amiet-functionalized gold nanoparticles from aqueous to organic solvents"""
